Player,Strike Rate,Average Score,Batsman Match Count,Batsman Run,Six,Four,Out,One,Two,Three,Five,Fifty,Hundred,Wicket,Bowler Run,Economy Rate,Maiden,Bowler Match Count,Average Four,Average Six,Total Matches,Wicket Average
SK Raina,134.99554764024933,28.96815286624204,157.0,4548.0,174.0,402.0,134.0,1377.0,242.0,10.0,1.0,31.0,1.0,25.0,1133.0,7.357142857142858,0.0,68.0,2.5605095541401273,1.10828025477707,157.0,0.1592356687898089
V Kohli,126.58843732112193,31.368794326241133,141.0,4423.0,160.0,384.0,118.0,1410.0,242.0,11.0,0.0,31.0,4.0,4.0,371.0,8.431818181818182,0.0,26.0,2.723404255319149,1.1347517730496455,141.0,0.028368794326241134
RG Sharma,128.49725106902872,27.49673202614379,153.0,4207.0,173.0,354.0,129.0,1379.0,177.0,5.0,1.0,32.0,1.0,15.0,449.0,7.87719298245614,0.0,30.0,2.3137254901960786,1.130718954248366,153.0,0.09803921568627451
G Gambhir,120.36120011651616,28.301369863013697,146.0,4132.0,58.0,484.0,131.0,1313.0,245.0,15.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3.315068493150685,0.3972602739726027,146.0,0.0
DA Warner,138.3184011026878,35.21052631578947,114.0,4014.0,160.0,401.0,100.0,997.0,207.0,13.0,0.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,3.517543859649123,1.4035087719298245,114.0,0.0
RV Uthappa,127.63513513513513,26.41958041958042,143.0,3778.0,125.0,377.0,128.0,1087.0,191.0,12.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6363636363636362,0.8741258741258742,143.0,0.0
CH Gayle,144.19431279620852,36.51,100.0,3651.0,266.0,297.0,89.0,718.0,70.0,3.0,0.0,22.0,5.0,18.0,750.0,7.7720207253886,0.0,37.0,2.97,2.66,100.0,0.18
S Dhawan,118.50249584026622,28.261904761904763,126.0,3561.0,71.0,401.0,109.0,1137.0,168.0,16.0,2.0,28.0,0.0,4.0,72.0,8.816326530612246,0.0,6.0,3.1825396825396823,0.5634920634920635,126.0,0.031746031746031744
MS Dhoni,132.8358208955224,24.895104895104897,143.0,3560.0,156.0,251.0,94.0,1085.0,251.0,11.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7552447552447552,1.0909090909090908,143.0,0.0
AB de Villiers,145.12905911740216,29.54237288135593,118.0,3486.0,158.0,287.0,91.0,980.0,187.0,12.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,2.4322033898305087,1.3389830508474576,118.0,0.0
AM Rahane,117.48654880860876,29.114285714285714,105.0,3057.0,60.0,320.0,91.0,1039.0,168.0,14.0,0.0,25.0,1.0,1.0,5.0,5.0,0.0,1.0,3.0476190476190474,0.5714285714285714,105.0,0.009523809523809525
YK Pathan,140.75144508670522,21.969924812030076,133.0,2922.0,149.0,240.0,98.0,781.0,136.0,5.0,0.0,14.0,1.0,41.0,1421.0,7.312178387650086,0.0,80.0,1.8045112781954886,1.1203007518796992,133.0,0.3082706766917293
KD Karthik,123.00847457627117,21.66417910447761,134.0,2903.0,71.0,286.0,117.0,964.0,168.0,6.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1343283582089554,0.5298507462686567,134.0,0.0
BB McCullum,126.31820265933058,26.74757281553398,103.0,2755.0,124.0,277.0,98.0,690.0,102.0,3.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.6893203883495147,1.203883495145631,103.0,0.0
V Sehwag,148.82705946535734,26.23076923076923,104.0,2728.0,106.0,334.0,99.0,558.0,96.0,2.0,0.0,16.0,2.0,6.0,236.0,10.26086956521739,0.0,15.0,3.2115384615384617,1.0192307692307692,104.0,0.057692307692307696
SR Watson,134.83837865572087,26.816326530612244,98.0,2628.0,122.0,258.0,85.0,638.0,101.0,8.0,0.0,14.0,2.0,86.0,2490.0,7.6185619581846,0.0,94.0,2.63265306122449,1.2448979591836735,98.0,0.8775510204081632
Yuvraj Singh,126.39024390243902,22.336206896551722,116.0,2591.0,141.0,205.0,101.0,690.0,113.0,3.0,0.0,12.0,0.0,36.0,1068.0,7.373993095512083,0.0,71.0,1.7672413793103448,1.2155172413793103,116.0,0.3103448275862069
M Vijay,120.02868068833652,25.363636363636363,99.0,2511.0,89.0,237.0,95.0,663.0,155.0,17.0,1.0,13.0,2.0,0.0,49.0,7.945945945945946,0.0,4.0,2.393939393939394,0.898989898989899,99.0,0.0
SE Marsh,130.10977522216413,36.072463768115945,69.0,2489.0,78.0,269.0,63.0,724.0,99.0,6.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,3.898550724637681,1.1304347826086956,69.0,0.0
JH Kallis,105.93627237014405,25.54736842105263,95.0,2427.0,44.0,255.0,85.0,888.0,113.0,8.0,1.0,17.0,0.0,65.0,2348.0,7.8310172317954425,0.0,89.0,2.6842105263157894,0.4631578947368421,95.0,0.6842105263157895
AT Rayudu,123.0142566191446,23.00952380952381,105.0,2416.0,79.0,205.0,89.0,853.0,133.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9523809523809523,0.7523809523809524,105.0,0.0
DR Smith,132.27953410981698,27.102272727272727,88.0,2385.0,117.0,245.0,84.0,521.0,84.0,3.0,1.0,17.0,0.0,26.0,825.0,8.88689407540395,0.0,46.0,2.784090909090909,1.3295454545454546,88.0,0.29545454545454547
KA Pollard,140.62126642771804,21.017857142857142,112.0,2354.0,148.0,158.0,82.0,599.0,110.0,5.0,0.0,12.0,0.0,56.0,1785.0,8.393416927899686,0.0,81.0,1.4107142857142858,1.3214285714285714,112.0,0.5
SR Tendulkar,114.18786692759295,29.923076923076923,78.0,2334.0,29.0,296.0,69.0,721.0,117.0,7.0,0.0,13.0,1.0,0.0,59.0,9.567567567567567,0.0,4.0,3.7948717948717947,0.3717948717948718,78.0,0.0
PA Patel,112.71844660194175,20.017241379310345,116.0,2322.0,35.0,297.0,107.0,677.0,109.0,8.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.560344827586207,0.3017241379310345,116.0,0.0
MK Pandey,116.93845344555498,23.4,95.0,2223.0,65.0,197.0,78.0,772.0,121.0,7.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0736842105263156,0.6842105263157895,95.0,0.0
R Dravid,113.34723670490095,26.51219512195122,82.0,2174.0,28.0,269.0,77.0,681.0,118.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2804878048780486,0.34146341463414637,82.0,0.0
AC Gilchrist,133.05466237942122,25.8625,80.0,2069.0,92.0,239.0,76.0,417.0,66.0,4.0,0.0,11.0,2.0,1.0,0.0,0.0,1.0,1.0,2.9875,1.15,80.0,0.0125
JP Duminy,121.97062423500613,27.301369863013697,73.0,1993.0,78.0,123.0,50.0,769.0,123.0,6.0,0.0,14.0,0.0,23.0,811.0,7.124450951683748,0.0,47.0,1.6849315068493151,1.0684931506849316,73.0,0.3150684931506849
MEK Hussey,119.96359223300972,34.08620689655172,58.0,1977.0,52.0,198.0,51.0,648.0,96.0,11.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,3.413793103448276,0.896551724137931,58.0,0.0
DPMD Jayawardene,118.7910643889619,23.17948717948718,78.0,1808.0,40.0,200.0,64.0,565.0,93.0,4.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5641025641025643,0.5128205128205128,78.0,0.0
RA Jadeja,118.79286694101509,16.037037037037038,108.0,1732.0,57.0,125.0,72.0,625.0,125.0,5.0,0.0,0.0,0.0,82.0,2540.0,7.767584097859327,0.0,112.0,1.1574074074074074,0.5277777777777778,112.0,0.7321428571428571
SPD Smith,128.50712678169543,27.629032258064516,62.0,1713.0,45.0,151.0,46.0,592.0,116.0,5.0,0.0,5.0,1.0,0.0,5.0,15.0,0.0,1.0,2.435483870967742,0.7258064516129032,62.0,0.0
KC Sangakkara,118.4691011235955,24.808823529411764,68.0,1687.0,27.0,195.0,65.0,563.0,81.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8676470588235294,0.39705882352941174,68.0,0.0
MK Tiwary,114.12742382271468,20.860759493670887,79.0,1648.0,39.0,152.0,56.0,615.0,75.0,7.0,4.0,7.0,0.0,1.0,73.0,11.526315789473685,0.0,5.0,1.9240506329113924,0.4936708860759494,79.0,0.012658227848101266
AJ Finch,126.2992125984252,25.0625,64.0,1604.0,59.0,170.0,59.0,407.0,77.0,3.0,0.0,13.0,0.0,1.0,67.0,9.136363636363637,0.0,5.0,2.65625,0.921875,64.0,0.015625
DA Miller,137.7092511013216,24.421875,64.0,1563.0,78.0,104.0,45.0,464.0,106.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.625,1.21875,64.0,0.0
WP Saha,127.72764561115667,19.96153846153846,78.0,1557.0,57.0,130.0,61.0,472.0,107.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.7307692307692307,78.0,0.0
NV Ojha,114.52802359882006,16.698924731182796,93.0,1553.0,79.0,121.0,74.0,437.0,64.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010752688172043,0.8494623655913979,93.0,0.0
S Badrinath,115.74297188755021,22.16923076923077,65.0,1441.0,28.0,154.0,47.0,484.0,85.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3692307692307693,0.4307692307692308,65.0,0.0
SV Samson,122.40343347639484,23.0,62.0,1426.0,57.0,112.0,56.0,456.0,81.0,6.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8064516129032258,0.9193548387096774,62.0,0.0
BJ Hodge,121.42237640936686,22.22222222222222,63.0,1400.0,43.0,122.0,42.0,452.0,89.0,8.0,0.0,6.0,0.0,17.0,310.0,7.815126050420169,0.0,20.0,1.9365079365079365,0.6825396825396826,63.0,0.2698412698412698
SC Ganguly,101.73453996983409,24.089285714285715,56.0,1349.0,42.0,137.0,53.0,427.0,54.0,3.0,1.0,7.0,0.0,10.0,370.0,7.928571428571429,0.0,20.0,2.4464285714285716,0.75,56.0,0.17857142857142858
DJ Hussey,120.07266121707538,21.672131147540984,61.0,1322.0,60.0,90.0,49.0,452.0,72.0,2.0,0.0,5.0,0.0,8.0,485.0,9.009287925696594,0.0,26.0,1.4754098360655739,0.9836065573770492,61.0,0.13114754098360656
F du Plessis,124.16107382550337,28.152173913043477,46.0,1295.0,38.0,110.0,43.0,453.0,75.0,8.0,0.0,8.0,0.0,0.0,16.0,16.0,0.0,1.0,2.391304347826087,0.8260869565217391,46.0,0.0
SS Tiwary,114.85148514851484,19.9375,64.0,1276.0,45.0,93.0,45.0,464.0,82.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.453125,0.703125,64.0,0.0
DJ Bravo,122.28682170542635,15.580246913580247,81.0,1262.0,48.0,102.0,55.0,365.0,93.0,5.0,0.0,4.0,0.0,122.0,2815.0,8.004739336492891,0.0,103.0,1.2592592592592593,0.5925925925925926,103.0,1.1844660194174756
GJ Maxwell,157.56410256410257,22.345454545454544,55.0,1229.0,82.0,96.0,49.0,241.0,56.0,0.0,0.0,6.0,0.0,11.0,483.0,8.676646706586826,0.0,33.0,1.7454545454545454,1.490909090909091,55.0,0.2
KK Nair,124.65016146393972,23.16,50.0,1158.0,26.0,135.0,46.0,313.0,66.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.52,50.0,0.0
TM Dilshan,110.12416427889207,23.06,50.0,1153.0,24.0,140.0,43.0,335.0,54.0,2.0,0.0,9.0,0.0,5.0,368.0,8.02909090909091,0.0,25.0,2.8,0.48,50.0,0.1
IK Pathan,116.75126903553299,14.024390243902438,82.0,1150.0,38.0,88.0,53.0,407.0,76.0,2.0,1.0,1.0,0.0,80.0,2711.0,7.698059630856601,0.0,101.0,1.0731707317073171,0.4634146341463415,101.0,0.7920792079207921
Mandeep Singh,118.5501066098081,19.17241379310345,58.0,1112.0,18.0,134.0,55.0,319.0,69.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310344827586207,0.3103448275862069,58.0,0.0
ML Hayden,131.94278903456495,34.59375,32.0,1107.0,44.0,121.0,31.0,257.0,48.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78125,1.375,32.0,0.0
LMP Simmons,122.89293849658314,37.206896551724135,29.0,1079.0,44.0,109.0,27.0,269.0,52.0,2.0,0.0,11.0,1.0,1.0,34.0,11.333333333333332,0.0,1.0,3.7586206896551726,1.5172413793103448,29.0,0.034482758620689655
LRPL Taylor,120.07083825265643,18.833333333333332,54.0,1017.0,46.0,66.0,40.0,334.0,62.0,3.0,2.0,3.0,0.0,0.0,24.0,11.076923076923077,0.0,2.0,1.2222222222222223,0.8518518518518519,54.0,0.0
KP Pietersen,132.05804749340368,27.805555555555557,36.0,1001.0,40.0,91.0,28.0,284.0,48.0,4.0,1.0,4.0,1.0,7.0,218.0,7.266666666666666,0.0,13.0,2.5277777777777777,1.1111111111111112,36.0,0.19444444444444445
Y Venugopal Rao,113.87283236994219,18.942307692307693,52.0,985.0,37.0,77.0,44.0,341.0,53.0,1.0,1.0,3.0,0.0,6.0,338.0,9.135135135135135,0.0,20.0,1.4807692307692308,0.7115384615384616,52.0,0.11538461538461539
JA Morkel,136.93820224719101,14.552238805970148,67.0,975.0,55.0,61.0,40.0,288.0,55.0,1.0,0.0,3.0,0.0,85.0,2409.0,7.998893193137797,0.0,87.0,0.9104477611940298,0.8208955223880597,87.0,0.9770114942528736
A Symonds,124.71190781049937,27.055555555555557,36.0,974.0,41.0,74.0,27.0,288.0,66.0,4.0,0.0,5.0,1.0,20.0,694.0,7.711111111111111,0.0,30.0,2.0555555555555554,1.1388888888888888,36.0,0.5555555555555556
CL White,125.45219638242895,21.57777777777778,45.0,971.0,38.0,76.0,36.0,335.0,49.0,2.0,0.0,6.0,0.0,1.0,86.0,11.217391304347826,0.0,6.0,1.6888888888888889,0.8444444444444444,45.0,0.022222222222222223
MC Henriques,126.00780234070221,19.38,50.0,969.0,27.0,87.0,34.0,310.0,70.0,3.0,0.0,5.0,0.0,38.0,1255.0,8.202614379084968,0.0,55.0,1.74,0.54,55.0,0.6909090909090909
M Vohra,127.60000000000001,23.341463414634145,41.0,957.0,35.0,95.0,39.0,219.0,58.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.317073170731707,0.8536585365853658,41.0,0.0
KM Jadhav,130.55555555555557,15.666666666666666,57.0,893.0,33.0,72.0,38.0,306.0,49.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.263157894736842,0.5789473684210527,57.0,0.0
HH Gibbs,105.8542413381123,24.61111111111111,36.0,886.0,31.0,83.0,32.0,264.0,45.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3055555555555554,0.8611111111111112,36.0,0.0
EJG Morgan,117.79310344827587,18.977777777777778,45.0,854.0,34.0,72.0,40.0,255.0,49.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.7555555555555555,45.0,0.0
MA Agarwal,117.6300578034682,16.958333333333332,48.0,814.0,33.0,82.0,46.0,227.0,28.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7083333333333333,0.6875,48.0,0.0
SS Iyer,123.20610687022902,25.21875,32.0,807.0,32.0,79.0,29.0,228.0,34.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46875,1.0,32.0,0.0
Harbhajan Singh,135.19458544839256,9.74390243902439,82.0,799.0,41.0,76.0,51.0,183.0,33.0,0.0,0.0,1.0,0.0,127.0,3453.0,6.9314151890264295,0.0,134.0,0.926829268292683,0.5,134.0,0.9477611940298507
MS Bisla,108.27679782903662,20.46153846153846,39.0,798.0,23.0,93.0,38.0,207.0,36.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3846153846153846,0.5897435897435898,39.0,0.0
ST Jayasuriya,134.03141361256544,25.6,30.0,768.0,39.0,84.0,28.0,128.0,22.0,7.0,1.0,4.0,1.0,13.0,396.0,7.893687707641195,0.0,21.0,2.8,1.3,30.0,0.43333333333333335
STR Binny,123.74798061389339,13.678571428571429,56.0,766.0,29.0,59.0,38.0,241.0,47.0,7.0,0.0,0.0,0.0,21.0,686.0,7.429602888086643,0.0,57.0,1.0535714285714286,0.5178571428571429,57.0,0.3684210526315789
GC Smith,106.9464544138929,25.482758620689655,29.0,739.0,9.0,94.0,26.0,228.0,39.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2413793103448274,0.3103448275862069,29.0,0.0
Q de Kock,128.26855123674912,27.923076923076923,26.0,726.0,21.0,90.0,25.0,188.0,19.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4615384615384617,0.8076923076923077,26.0,0.0
KL Rahul,122.46621621621621,24.166666666666668,30.0,725.0,24.0,61.0,24.0,246.0,41.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033333333333333,0.8,30.0,0.0
AD Mathews,120.86811352253757,17.658536585365855,41.0,724.0,29.0,44.0,31.0,267.0,49.0,3.0,0.0,1.0,0.0,27.0,1095.0,8.141263940520446,0.0,44.0,1.0731707317073171,0.7073170731707317,44.0,0.6136363636363636
TL Suman,115.1618398637138,17.333333333333332,39.0,676.0,26.0,55.0,32.0,205.0,43.0,3.0,0.0,2.0,0.0,6.0,198.0,7.815789473684211,0.0,11.0,1.4102564102564104,0.6666666666666666,39.0,0.15384615384615385
AM Nayar,114.28571428571428,13.44,50.0,672.0,20.0,55.0,38.0,230.0,47.0,1.0,1.0,0.0,0.0,9.0,323.0,8.108786610878662,0.0,19.0,1.1,0.4,50.0,0.18
GJ Bailey,120.1086956521739,18.416666666666668,36.0,663.0,19.0,59.0,27.0,222.0,44.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6388888888888888,0.5277777777777778,36.0,0.0
SA Yadav,126.93110647181629,14.476190476190476,42.0,608.0,21.0,54.0,29.0,196.0,32.0,2.0,0.0,1.0,0.0,0.0,8.0,8.0,0.0,1.0,1.2857142857142858,0.5,42.0,0.0
AR Patel,122.67206477732793,14.428571428571429,42.0,606.0,28.0,34.0,30.0,224.0,39.0,0.0,0.0,0.0,0.0,58.0,1584.0,7.425000000000001,0.0,59.0,0.8095238095238095,0.6666666666666666,59.0,0.9830508474576272
JD Ryder,129.6137339055794,20.82758620689655,29.0,604.0,19.0,69.0,28.0,145.0,30.0,3.0,0.0,4.0,0.0,8.0,314.0,7.817427385892117,0.0,16.0,2.3793103448275863,0.6551724137931034,29.0,0.27586206896551724
HM Amla,138.03827751196172,36.0625,16.0,577.0,21.0,60.0,13.0,164.0,22.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.75,1.3125,16.0,0.0
AD Russell,164.0,22.96,25.0,574.0,37.0,48.0,22.0,114.0,23.0,0.0,0.0,3.0,0.0,31.0,917.0,8.451612903225808,0.0,34.0,1.92,1.48,34.0,0.9117647058823529
RR Pant,148.03149606299212,23.5,24.0,564.0,30.0,47.0,22.0,145.0,24.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9583333333333333,1.25,24.0,0.0
RS Bopara,113.46153846153845,24.136363636363637,22.0,531.0,16.0,39.0,18.0,204.0,27.0,7.0,0.0,3.0,0.0,11.0,301.0,8.47887323943662,0.0,14.0,1.7727272727272727,0.7272727272727273,22.0,0.5
JC Buttler,140.79999999999998,22.0,24.0,528.0,26.0,50.0,22.0,125.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,1.0833333333333333,24.0,0.0
JP Faulkner,129.80295566502463,11.71111111111111,45.0,527.0,23.0,36.0,26.0,160.0,41.0,1.0,0.0,0.0,0.0,61.0,1849.0,8.620046620046619,0.0,60.0,0.8,0.5111111111111111,60.0,1.0166666666666666
CJ Anderson,125.84541062801932,20.03846153846154,26.0,521.0,30.0,40.0,19.0,128.0,25.0,1.0,0.0,3.0,0.0,8.0,408.0,9.45173745173745,0.0,19.0,1.5384615384615385,1.1538461538461537,26.0,0.3076923076923077
PP Chawla,110.27837259100643,7.923076923076923,65.0,515.0,15.0,49.0,42.0,163.0,33.0,0.0,0.0,0.0,0.0,126.0,3315.0,7.667694680030841,0.0,128.0,0.7538461538461538,0.23076923076923078,128.0,0.984375
M Manhas,105.76131687242798,13.526315789473685,38.0,514.0,10.0,43.0,23.0,191.0,44.0,1.0,0.0,0.0,0.0,0.0,42.0,6.0,0.0,3.0,1.131578947368421,0.2631578947368421,38.0,0.0
OA Shah,124.93827160493827,23.0,22.0,506.0,23.0,34.0,15.0,168.0,29.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5454545454545454,1.0454545454545454,22.0,0.0
PC Valthaty,116.89814814814814,21.956521739130434,23.0,505.0,20.0,61.0,22.0,101.0,20.0,0.0,0.0,2.0,1.0,7.0,207.0,8.117647058823529,0.0,10.0,2.652173913043478,0.8695652173913043,23.0,0.30434782608695654
Shakib Al Hasan,124.68827930174564,15.625,32.0,500.0,15.0,44.0,24.0,170.0,32.0,0.0,0.0,2.0,0.0,43.0,1123.0,7.115100316789863,0.0,42.0,1.375,0.46875,42.0,1.0238095238095237
KH Pandya,153.3546325878594,25.263157894736842,19.0,480.0,20.0,46.0,14.0,105.0,31.0,3.0,0.0,1.0,0.0,16.0,518.0,7.0636363636363635,1.0,24.0,2.4210526315789473,1.0526315789473684,24.0,0.6666666666666666
CH Morris,159.63636363636365,15.678571428571429,28.0,439.0,23.0,33.0,12.0,113.0,28.0,0.0,0.0,2.0,0.0,54.0,1307.0,7.525911708253359,0.0,48.0,1.1785714285714286,0.8214285714285714,48.0,1.125
N Rana,123.09859154929576,29.133333333333333,15.0,437.0,25.0,31.0,14.0,134.0,13.0,1.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0,2.066666666666667,1.6666666666666667,15.0,0.0
NLTC Perera,130.06134969325154,14.133333333333333,30.0,424.0,26.0,23.0,22.0,121.0,26.0,1.0,0.0,0.0,0.0,31.0,1031.0,8.651748251748252,0.0,36.0,0.7666666666666667,0.8666666666666667,36.0,0.8611111111111112
SA Asnodkar,120.17045454545455,22.263157894736842,19.0,423.0,10.0,56.0,20.0,105.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9473684210526314,0.5263157894736842,19.0,0.0
DT Christian,119.65811965811966,13.548387096774194,31.0,420.0,18.0,22.0,23.0,162.0,28.0,2.0,0.0,0.0,0.0,30.0,956.0,7.678714859437751,0.0,36.0,0.7096774193548387,0.5806451612903226,36.0,0.8333333333333334
JR Hopes,132.80254777070064,21.94736842105263,19.0,417.0,11.0,49.0,16.0,114.0,19.0,1.0,0.0,4.0,0.0,14.0,562.0,9.138211382113822,0.0,20.0,2.5789473684210527,0.5789473684210527,20.0,0.7
KS Williamson,126.46153846153847,27.4,15.0,411.0,11.0,35.0,13.0,141.0,28.0,1.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,1.0,2.3333333333333335,0.7333333333333333,15.0,0.0
J Botha,112.36263736263736,14.607142857142858,28.0,409.0,5.0,39.0,20.0,143.0,37.0,2.0,0.0,1.0,0.0,25.0,818.0,6.922425952045134,0.0,34.0,1.3928571428571428,0.17857142857142858,34.0,0.7352941176470589
HH Pandya,132.6797385620915,12.303030303030303,33.0,406.0,28.0,24.0,19.0,113.0,10.0,3.0,0.0,1.0,0.0,10.0,552.0,8.832,0.0,31.0,0.7272727272727273,0.8484848484848485,33.0,0.30303030303030304
LR Shukla,113.12849162011173,12.272727272727273,33.0,405.0,16.0,33.0,27.0,137.0,20.0,0.0,0.0,0.0,0.0,15.0,458.0,8.429447852760736,0.0,27.0,1.0,0.48484848484848486,33.0,0.45454545454545453
AL Menaria,109.26430517711172,17.434782608695652,23.0,401.0,18.0,24.0,21.0,149.0,24.0,0.0,0.0,0.0,0.0,3.0,144.0,7.646017699115044,0.0,12.0,1.0434782608695652,0.782608695652174,23.0,0.13043478260869565
MV Boucher,123.89937106918238,17.130434782608695,23.0,394.0,13.0,32.0,14.0,127.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.391304347826087,0.5652173913043478,23.0,0.0
RA Tripathi,142.1818181818182,27.928571428571427,14.0,391.0,17.0,43.0,14.0,88.0,13.0,1.0,0.0,2.0,0.0,0.0,12.0,12.0,0.0,1.0,3.0714285714285716,1.2142857142857142,14.0,0.0
CA Pujara,96.7741935483871,17.727272727272727,22.0,390.0,4.0,50.0,19.0,133.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.272727272727273,0.18181818181818182,22.0,0.0
Azhar Mahmood,124.7588424437299,18.476190476190474,21.0,388.0,13.0,39.0,19.0,116.0,19.0,0.0,0.0,2.0,0.0,29.0,707.0,7.684782608695652,0.0,23.0,1.8571428571428572,0.6190476190476191,23.0,1.2608695652173914
CA Lynn,147.6923076923077,32.0,12.0,384.0,23.0,31.0,10.0,84.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5833333333333335,1.9166666666666667,12.0,0.0
DB Ravi Teja,115.38461538461537,15.0,25.0,375.0,9.0,35.0,19.0,136.0,18.0,3.0,0.0,1.0,0.0,1.0,28.0,9.333333333333334,0.0,2.0,1.4,0.36,25.0,0.04
DJ Hooda,134.65703971119135,12.433333333333334,30.0,373.0,20.0,20.0,26.0,117.0,28.0,0.0,0.0,1.0,0.0,6.0,270.0,8.059701492537314,0.0,16.0,0.6666666666666666,0.6666666666666666,30.0,0.2
S Sohal,118.32797427652733,18.4,20.0,368.0,18.0,34.0,20.0,82.0,17.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.9,20.0,0.0
P Negi,124.29577464788733,12.172413793103448,29.0,353.0,16.0,26.0,20.0,102.0,24.0,1.0,0.0,0.0,0.0,30.0,802.0,7.530516431924882,0.0,36.0,0.896551724137931,0.5517241379310345,36.0,0.8333333333333334
R Bhatia,117.9310344827586,7.276595744680851,47.0,342.0,13.0,24.0,30.0,119.0,23.0,1.0,0.0,0.0,0.0,71.0,2059.0,7.437688139674895,0.0,91.0,0.5106382978723404,0.2765957446808511,91.0,0.7802197802197802
Gurkeerat Singh,122.14285714285715,14.25,24.0,342.0,9.0,36.0,21.0,112.0,16.0,0.0,0.0,1.0,0.0,5.0,97.0,7.097560975609756,0.0,6.0,1.5,0.375,24.0,0.20833333333333334
P Kumar,105.26315789473684,5.964912280701754,57.0,340.0,17.0,22.0,38.0,102.0,24.0,0.0,0.0,0.0,0.0,90.0,3342.0,7.604095563139931,0.0,119.0,0.38596491228070173,0.2982456140350877,119.0,0.7563025210084033
A Mishra,89.00523560209425,6.938775510204081,49.0,340.0,5.0,27.0,29.0,162.0,20.0,0.0,0.0,0.0,0.0,134.0,3305.0,7.336293007769146,0.0,126.0,0.5510204081632653,0.10204081632653061,126.0,1.0634920634920635
AP Tare,118.94736842105263,12.555555555555555,27.0,339.0,11.0,40.0,24.0,72.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4814814814814814,0.4074074074074074,27.0,0.0
JEC Franklin,105.8252427184466,20.4375,16.0,327.0,9.0,25.0,11.0,129.0,22.0,0.0,0.0,1.0,0.0,9.0,225.0,8.70967741935484,0.0,15.0,1.5625,0.5625,16.0,0.5625
